Material_Key,SAP_Material_Number,QAD_Material_Number,SAP_Planning_SKU,QAD_Planning_SKU,material_description,material_type,unit_of_measure,unit_of_measure_description,product_line,product_line_description,weight,application,sub_application,brand,brand_category,length_in,width_in,height_in,warranty_months,pallet_quantity,cost_usd,pallet_layer_qty,MCN
6613,607359254,Q516061,PLN-206613,QPLN-206613,HarborVolt Sensing Automotive EV/Hybrid 06613,RM,EA,Each,Sensing,Sensors & actuators,6.75,Automotive,EV/Hybrid,HarborVolt,Marine,17,14,6,20,18,39.73,6,
6614,766590724,Q820335,PLN-206614,QPLN-206614,TitanCore Sensing Industrial Backup Power 06614,PKG,FT,Feet,Sensing,Sensors & actuators,13.44,Industrial,Backup Power,TitanCore,Industrial,1,18,3,10,240,4.2,80,
6615,326996814,Q879775,PLN-206615,QPLN-206615,MediPower Sensing Automotive EV/Hybrid 06615,RM,EA,Each,Sensing,Sensors & actuators,16.95,Automotive,EV/Hybrid,MediPower,Medical,15,13,8,6,24,88.04,6,
6616,527917761,Q426065,PLN-206616,QPLN-206616,VoltMax Sensing Automotive EV/Hybrid 06616,RM,FT,Feet,Sensing,Sensors & actuators,18.51,Automotive,EV/Hybrid,VoltMax,Premium,7,24,1,18,30,69.59,10,
6617,808907235,Q857565,PLN-206617,QPLN-206617,VoltMax Controls Medical Devices 06617,RM,LBS,Pounds,Controls,Controllers & power electronics,18.82,Medical,Devices,VoltMax,Premium,14,20,9,6,12,55.31,4,
6618,605702257,Q459737,PLN-206618,QPLN-206618,AeroLite Energy Storage Industrial Backup Power 06618,RM,KG,Kilogram,Energy Storage,Battery modules and packs,2.07,Industrial,Backup Power,AeroLite,Aerospace,28,5,3,14,36,94.25,9,
6619,868008576,Q944916,PLN-206619,QPLN-206619,VoltMax Charging Aerospace Avionics 06619,RM,KG,Kilogram,Charging,Chargers & accessories,1.35,Aerospace,Avionics,VoltMax,Premium,22,5,4,13,9,104.69,9,
6620,940880407,Q722994,PLN-206620,QPLN-206620,TitanCore Wiring Marine Propulsion 06620,SUBASSY,FT,Feet,Wiring,Harnesses & connectors,14.25,Marine,Propulsion,TitanCore,Industrial,34,1,6,18,48,101.71,48,
6621,152736035,Q233786,PLN-206621,QPLN-206621,HarborVolt Charging Energy Storage 06621,FG,FT,Feet,Charging,Chargers & accessories,1.61,Energy,Storage,HarborVolt,Marine,17,16,20,25,12,298.07,6,MCN1151
6622,385623296,Q375135,PLN-206622,QPLN-206622,VoltMax Thermal Aerospace Avionics 06622,SFG,EA,Each,Thermal,Cooling systems & manifolds,32.55,Aerospace,Avionics,VoltMax,Premium,24,13,17,14,12,238.65,3,
6623,580270332,Q943419,PLN-206623,QPLN-206623,HarborVolt Sensing Medical Devices 06623,FG,SET,Set,Sensing,Sensors & actuators,9.95,Medical,Devices,HarborVolt,Marine,16,17,6,23,12,355.3,4,MCN3261
6624,910662973,Q192666,PLN-206624,QPLN-206624,VoltMax Sensing Automotive ICE 06624,PKG,KG,Kilogram,Sensing,Sensors & actuators,10.85,Automotive,ICE,VoltMax,Premium,13,21,11,21,24,7.79,6,
6625,946755319,Q510325,PLN-206625,QPLN-206625,TitanCore Wiring Aerospace Avionics 06625,FG,LBS,Pounds,Wiring,Harnesses & connectors,28.97,Aerospace,Avionics,TitanCore,Industrial,52,14,5,30,2,270.78,1,MCN1376
6626,854749917,Q122076,PLN-206626,QPLN-206626,HarborVolt Controls Industrial Backup Power 06626,FG,KG,Kilogram,Controls,Controllers & power electronics,2.2,Industrial,Backup Power,HarborVolt,Marine,22,9,14,11,10,257.29,5,MCN3234
6627,496955226,Q209056,PLN-206627,QPLN-206627,AeroLite Sensing Automotive EV/Hybrid 06627,FG,KG,Kilogram,Sensing,Sensors & actuators,17.12,Automotive,EV/Hybrid,AeroLite,Aerospace,20,24,9,28,12,395.9,4,MCN2540
6628,888144808,Q559951,PLN-206628,QPLN-206628,TitanCore Wiring Medical Devices 06628,FG,SET,Set,Wiring,Harnesses & connectors,5.95,Medical,Devices,TitanCore,Industrial,12,14,3,31,9,246.55,9,MCN1161
6629,935359059,Q213245,PLN-206629,QPLN-206629,AeroLite Thermal Medical Devices 06629,RM,LBS,Pounds,Thermal,Cooling systems & manifolds,70.35,Medical,Devices,AeroLite,Aerospace,50,15,11,12,4,80.65,1,
6630,123973662,Q764731,PLN-206630,QPLN-206630,AeroLite Charging Industrial Backup Power 06630,FG,SET,Set,Charging,Chargers & accessories,11.32,Industrial,Backup Power,AeroLite,Aerospace,22,13,14,20,12,581.14,3,MCN1645
6631,940340286,Q791864,PLN-206631,QPLN-206631,HarborVolt Thermal Aerospace Avionics 06631,RM,FT,Feet,Thermal,Cooling systems & manifolds,13.97,Aerospace,Avionics,HarborVolt,Marine,21,20,6,10,2,43.97,2,
6632,188992104,Q716217,PLN-206632,QPLN-206632,TitanCore Charging Aerospace Avionics 06632,FG,SET,Set,Charging,Chargers & accessories,18.56,Aerospace,Avionics,TitanCore,Industrial,5,24,16,22,16,275.16,16,MCN2052
6633,726129467,Q592076,PLN-206633,QPLN-206633,EcoCell Charging Automotive ICE 06633,FG,LBS,Pounds,Charging,Chargers & accessories,7.87,Automotive,ICE,EcoCell,Value,34,27,1,22,3,368.54,1,MCN1761
6634,913518545,Q746454,PLN-206634,QPLN-206634,VoltMax Enclosures Aerospace Avionics 06634,RM,EA,Each,Enclosures,"Cabinets, housings, brackets",19.92,Aerospace,Avionics,VoltMax,Premium,35,20,9,10,6,65.15,2,
6635,285327304,Q667924,PLN-206635,QPLN-206635,EcoCell Thermal Industrial Material Handling 06635,SUBASSY,KG,Kilogram,Thermal,Cooling systems & manifolds,26.04,Industrial,Material Handling,EcoCell,Value,38,24,6,15,6,128.3,2,
6636,200689329,Q236688,PLN-206636,QPLN-206636,TitanCore Thermal Marine Propulsion 06636,SFG,EA,Each,Thermal,Cooling systems & manifolds,17.2,Marine,Propulsion,TitanCore,Industrial,25,22,10,9,2,55.54,2,
6637,375140137,Q334237,PLN-206637,QPLN-206637,HarborVolt Thermal Energy Storage 06637,RM,EA,Each,Thermal,Cooling systems & manifolds,13.71,Energy,Storage,HarborVolt,Marine,25,6,10,16,24,77.8,8,
6638,957728174,Q545229,PLN-206638,QPLN-206638,TitanCore Enclosures Automotive ICE 06638,RM,SET,Set,Enclosures,"Cabinets, housings, brackets",20.36,Automotive,ICE,TitanCore,Industrial,15,4,1,6,48,36.63,24,
6639,377336598,Q726831,PLN-206639,QPLN-206639,TitanCore Energy Storage Medical Devices 06639,FG,LBS,Pounds,Energy Storage,Battery modules and packs,38.03,Medical,Devices,TitanCore,Industrial,20,28,14,26,2,255.93,2,MCN1700
6640,748928225,Q601031,PLN-206640,QPLN-206640,MediPower Wiring Marine Propulsion 06640,RM,EA,Each,Wiring,Harnesses & connectors,8.53,Marine,Propulsion,MediPower,Medical,25,8,7,10,12,52.1,6,
6641,636730176,Q607209,PLN-206641,QPLN-206641,EcoCell Wiring Automotive EV/Hybrid 06641,FG,EA,Each,Wiring,Harnesses & connectors,4.8,Automotive,EV/Hybrid,EcoCell,Value,25,11,8,27,16,214.04,4,MCN1431
6642,313523916,Q662091,PLN-206642,QPLN-206642,MediPower Enclosures Energy Storage 06642,SUBASSY,SET,Set,Enclosures,"Cabinets, housings, brackets",14.28,Energy,Storage,MediPower,Medical,36,21,9,12,4,18.95,2,
6643,658448043,Q400838,PLN-206643,QPLN-206643,AeroLite Energy Storage Industrial Backup Power 06643,FG,EA,Each,Energy Storage,Battery modules and packs,3.83,Industrial,Backup Power,AeroLite,Aerospace,11,17,4,19,24,395.88,6,MCN1611
6644,268197513,Q536710,PLN-206644,QPLN-206644,EcoCell Charging Marine Propulsion 06644,FG,FT,Feet,Charging,Chargers & accessories,6.71,Marine,Propulsion,EcoCell,Value,43,22,12,22,2,223.76,1,MCN3234
6645,743662058,Q181125,PLN-206645,QPLN-206645,EcoCell Controls Industrial Material Handling 06645,FG,LBS,Pounds,Controls,Controllers & power electronics,22.22,Industrial,Material Handling,EcoCell,Value,35,15,21,20,9,200.87,3,MCN3287
6646,435545326,Q119486,PLN-206646,QPLN-206646,VoltMax Enclosures Industrial Material Handling 06646,SUBASSY,KG,Kilogram,Enclosures,"Cabinets, housings, brackets",3.95,Industrial,Material Handling,VoltMax,Premium,11,10,15,5,24,131.87,12,
6647,182291210,Q962379,PLN-206647,QPLN-206647,HarborVolt Energy Storage Industrial Material Handling 06647,FG,LBS,Pounds,Energy Storage,Battery modules and packs,1.02,Industrial,Material Handling,HarborVolt,Marine,16,12,1,30,24,411.3,8,MCN2173
6648,336984480,Q349375,PLN-206648,QPLN-206648,TitanCore Sensing Medical Devices 06648,RM,FT,Feet,Sensing,Sensors & actuators,16.77,Medical,Devices,TitanCore,Industrial,17,18,15,13,16,74.15,4,
6649,474007006,Q666298,PLN-206649,QPLN-206649,EcoCell Controls Automotive ICE 06649,SUBASSY,FT,Feet,Controls,Controllers & power electronics,32.27,Automotive,ICE,EcoCell,Value,31,10,14,16,12,21.45,4,
6650,480811636,Q962099,PLN-206650,QPLN-206650,TitanCore Sensing Automotive EV/Hybrid 06650,SFG,EA,Each,Sensing,Sensors & actuators,13.63,Automotive,EV/Hybrid,TitanCore,Industrial,37,1,8,18,48,280.59,48,
6651,889794131,Q616623,PLN-206651,QPLN-206651,AeroLite Charging Energy Storage 06651,RM,FT,Feet,Charging,Chargers & accessories,24.5,Energy,Storage,AeroLite,Aerospace,22,19,27,13,4,70.3,2,
6652,913057814,Q858193,PLN-206652,QPLN-206652,HarborVolt Charging Marine Propulsion 06652,SFG,FT,Feet,Charging,Chargers & accessories,15.91,Marine,Propulsion,HarborVolt,Marine,27,26,18,9,3,203.34,1,
6653,743113130,Q493709,PLN-206653,QPLN-206653,HarborVolt Enclosures Industrial Backup Power 06653,FG,LBS,Pounds,Enclosures,"Cabinets, housings, brackets",8.09,Industrial,Backup Power,HarborVolt,Marine,27,19,3,24,6,324.02,2,MCN1825
6654,500003737,Q485066,PLN-206654,QPLN-206654,EcoCell Energy Storage Automotive ICE 06654,SFG,KG,Kilogram,Energy Storage,Battery modules and packs,8.04,Automotive,ICE,EcoCell,Value,42,11,15,2,2,166.09,1,
6655,569004861,Q646562,PLN-206655,QPLN-206655,EcoCell Energy Storage Automotive ICE 06655,SFG,FT,Feet,Energy Storage,Battery modules and packs,8.22,Automotive,ICE,EcoCell,Value,32,16,7,10,9,130.28,3,
6656,345067068,Q587307,PLN-206656,QPLN-206656,VoltMax Energy Storage Medical Devices 06656,FG,FT,Feet,Energy Storage,Battery modules and packs,18.45,Medical,Devices,VoltMax,Premium,8,18,7,29,10,357.89,10,MCN1326
6657,416713682,Q487987,PLN-206657,QPLN-206657,HarborVolt Enclosures Industrial Backup Power 06657,SFG,KG,Kilogram,Enclosures,"Cabinets, housings, brackets",6.35,Industrial,Backup Power,HarborVolt,Marine,33,7,13,9,12,102.95,6,
6658,446094648,Q379799,PLN-206658,QPLN-206658,VoltMax Enclosures Automotive EV/Hybrid 06658,FG,LBS,Pounds,Enclosures,"Cabinets, housings, brackets",9.38,Automotive,EV/Hybrid,VoltMax,Premium,19,8,7,27,24,477.09,12,MCN2690
6659,680204200,Q830941,PLN-206659,QPLN-206659,HarborVolt Wiring Aerospace Avionics 06659,RM,LBS,Pounds,Wiring,Harnesses & connectors,76.36,Aerospace,Avionics,HarborVolt,Marine,25,22,13,20,2,38.43,2,
6660,378178259,Q859039,PLN-206660,QPLN-206660,AeroLite Controls Marine Propulsion 06660,RM,SET,Set,Controls,Controllers & power electronics,15.86,Marine,Propulsion,AeroLite,Aerospace,30,4,3,20,24,67.95,12,
6661,985287143,Q282026,PLN-206661,QPLN-206661,HarborVolt Enclosures Industrial Material Handling 06661,FG,SET,Set,Enclosures,"Cabinets, housings, brackets",0.1,Industrial,Material Handling,HarborVolt,Marine,2,14,7,21,240,408.73,60,MCN2561
6662,406557550,Q837489,PLN-206662,QPLN-206662,EcoCell Charging Industrial Material Handling 06662,RM,FT,Feet,Charging,Chargers & accessories,10.08,Industrial,Material Handling,EcoCell,Value,29,38,4,12,1,63.55,1,
6663,481902686,Q852225,PLN-206663,QPLN-206663,MediPower Controls Industrial Material Handling 06663,RM,KG,Kilogram,Controls,Controllers & power electronics,7.32,Industrial,Material Handling,MediPower,Medical,34,15,9,8,12,92.9,3,
6664,430805591,Q213597,PLN-206664,QPLN-206664,MediPower Sensing Marine Propulsion 06664,SFG,SET,Set,Sensing,Sensors & actuators,16.8,Marine,Propulsion,MediPower,Medical,32,3,16,17,48,204.57,16,
6665,992812158,Q464045,PLN-206665,QPLN-206665,EcoCell Sensing Medical Devices 06665,SFG,LBS,Pounds,Sensing,Sensors & actuators,8.94,Medical,Devices,EcoCell,Value,8,15,8,14,15,147.03,15,
6666,597167477,Q572367,PLN-206666,QPLN-206666,MediPower Charging Automotive EV/Hybrid 06666,FG,LBS,Pounds,Charging,Chargers & accessories,4.38,Automotive,EV/Hybrid,MediPower,Medical,13,6,12,21,72,415.38,24,MCN2628
6667,754572758,Q794369,PLN-206667,QPLN-206667,TitanCore Enclosures Industrial Backup Power 06667,RM,KG,Kilogram,Enclosures,"Cabinets, housings, brackets",72.67,Industrial,Backup Power,TitanCore,Industrial,39,33,11,15,2,48.14,1,
6668,550453446,Q602186,PLN-206668,QPLN-206668,HarborVolt Energy Storage Marine Propulsion 06668,SFG,SET,Set,Energy Storage,Battery modules and packs,12.84,Marine,Propulsion,HarborVolt,Marine,16,20,6,14,12,117.29,4,
6669,191033989,Q239962,PLN-206669,QPLN-206669,AeroLite Thermal Marine Propulsion 06669,RM,FT,Feet,Thermal,Cooling systems & manifolds,17.01,Marine,Propulsion,AeroLite,Aerospace,29,25,8,6,3,109.34,1,
6670,749811794,Q901807,PLN-206670,QPLN-206670,HarborVolt Thermal Automotive ICE 06670,FG,FT,Feet,Thermal,Cooling systems & manifolds,13.22,Automotive,ICE,HarborVolt,Marine,2,8,6,25,240,478.55,120,MCN1258
6671,204509986,Q223574,PLN-206671,QPLN-206671,EcoCell Thermal Medical Devices 06671,FG,SET,Set,Thermal,Cooling systems & manifolds,11.8,Medical,Devices,EcoCell,Value,6,14,11,23,72,222.37,18,MCN2417
6672,193755491,Q442007,PLN-206672,QPLN-206672,VoltMax Controls Medical Devices 06672,SFG,EA,Each,Controls,Controllers & power electronics,14.26,Medical,Devices,VoltMax,Premium,20,8,1,12,24,262.42,12,
6673,947188995,Q639794,PLN-206673,QPLN-206673,EcoCell Controls Automotive ICE 06673,RM,KG,Kilogram,Controls,Controllers & power electronics,5.26,Automotive,ICE,EcoCell,Value,24,16,5,11,3,59.18,3,
6674,355226228,Q460571,PLN-206674,QPLN-206674,AeroLite Wiring Industrial Backup Power 06674,FG,KG,Kilogram,Wiring,Harnesses & connectors,2.45,Industrial,Backup Power,AeroLite,Aerospace,16,5,8,29,72,407.4,18,MCN3438
6675,655412431,Q534623,PLN-206675,QPLN-206675,MediPower Enclosures Automotive ICE 06675,FG,SET,Set,Enclosures,"Cabinets, housings, brackets",12.11,Automotive,ICE,MediPower,Medical,23,15,11,20,9,675.62,3,MCN2431
6676,776817948,Q772822,PLN-206676,QPLN-206676,TitanCore Enclosures Marine Propulsion 06676,FG,FT,Feet,Enclosures,"Cabinets, housings, brackets",19.45,Marine,Propulsion,TitanCore,Industrial,32,6,12,30,24,218.34,8,MCN2539
6677,296150849,Q589919,PLN-206677,QPLN-206677,HarborVolt Enclosures Marine Propulsion 06677,SFG,KG,Kilogram,Enclosures,"Cabinets, housings, brackets",3.9,Marine,Propulsion,HarborVolt,Marine,25,8,12,0,6,144.84,6,
6678,890260193,Q246784,PLN-206678,QPLN-206678,MediPower Wiring Energy Storage 06678,FG,LBS,Pounds,Wiring,Harnesses & connectors,1.51,Energy,Storage,MediPower,Medical,1,13,13,34,480,426.95,120,MCN1536
6679,545243498,Q722358,PLN-206679,QPLN-206679,EcoCell Enclosures Aerospace Avionics 06679,PKG,SET,Set,Enclosures,"Cabinets, housings, brackets",0.1,Aerospace,Avionics,EcoCell,Value,21,13,20,18,9,3.85,3,
6680,106620326,Q583362,PLN-206680,QPLN-206680,AeroLite Controls Automotive ICE 06680,FG,SET,Set,Controls,Controllers & power electronics,5.37,Automotive,ICE,AeroLite,Aerospace,28,20,1,24,6,341.24,2,MCN2380
6681,558166374,Q848144,PLN-206681,QPLN-206681,MediPower Energy Storage Industrial Material Handling 06681,PKG,LBS,Pounds,Energy Storage,Battery modules and packs,20.42,Industrial,Material Handling,MediPower,Medical,14,21,9,7,12,9.66,4,
6682,357001417,Q615783,PLN-206682,QPLN-206682,EcoCell Sensing Automotive ICE 06682,SFG,FT,Feet,Sensing,Sensors & actuators,12.98,Automotive,ICE,EcoCell,Value,11,21,3,4,18,187.56,6,
6683,168231984,Q674606,PLN-206683,QPLN-206683,EcoCell Charging Medical Devices 06683,RM,EA,Each,Charging,Chargers & accessories,0.75,Medical,Devices,EcoCell,Value,39,26,20,9,4,63.51,1,
6684,709634561,Q203001,PLN-206684,QPLN-206684,HarborVolt Sensing Automotive ICE 06684,FG,KG,Kilogram,Sensing,Sensors & actuators,6.14,Automotive,ICE,HarborVolt,Marine,13,27,12,24,9,395.54,3,MCN3326
6685,799764207,Q667940,PLN-206685,QPLN-206685,HarborVolt Energy Storage Industrial Backup Power 06685,SFG,LBS,Pounds,Energy Storage,Battery modules and packs,32.46,Industrial,Backup Power,HarborVolt,Marine,31,22,12,18,6,135.26,2,
6686,389687583,Q522186,PLN-206686,QPLN-206686,HarborVolt Energy Storage Industrial Backup Power 06686,PKG,FT,Feet,Energy Storage,Battery modules and packs,14.13,Industrial,Backup Power,HarborVolt,Marine,16,6,8,2,32,4.86,16,
6687,992827031,Q934518,PLN-206687,QPLN-206687,AeroLite Charging Medical Devices 06687,FG,SET,Set,Charging,Chargers & accessories,0.1,Medical,Devices,AeroLite,Aerospace,32,14,21,26,3,535.83,3,MCN1452
6688,494903450,Q884247,PLN-206688,QPLN-206688,HarborVolt Energy Storage Medical Devices 06688,SFG,KG,Kilogram,Energy Storage,Battery modules and packs,0.41,Medical,Devices,HarborVolt,Marine,25,6,1,5,8,151.31,8,
6689,897875908,Q546515,PLN-206689,QPLN-206689,VoltMax Energy Storage Industrial Material Handling 06689,FG,KG,Kilogram,Energy Storage,Battery modules and packs,0.28,Industrial,Material Handling,VoltMax,Premium,14,10,1,28,32,464.35,8,MCN1751
6690,667728039,Q673460,PLN-206690,QPLN-206690,TitanCore Sensing Industrial Material Handling 06690,FG,EA,Each,Sensing,Sensors & actuators,3.25,Industrial,Material Handling,TitanCore,Industrial,15,11,3,25,16,297.06,8,MCN1692
6691,871533855,Q319144,PLN-206691,QPLN-206691,VoltMax Charging Industrial Backup Power 06691,FG,SET,Set,Charging,Chargers & accessories,14.31,Industrial,Backup Power,VoltMax,Premium,10,29,1,28,16,539.03,4,MCN1012
6692,162047845,Q239618,PLN-206692,QPLN-206692,VoltMax Controls Industrial Backup Power 06692,RM,KG,Kilogram,Controls,Controllers & power electronics,2.41,Industrial,Backup Power,VoltMax,Premium,33,19,1,10,4,98.96,2,
6693,665560091,Q258966,PLN-206693,QPLN-206693,MediPower Enclosures Automotive EV/Hybrid 06693,PKG,FT,Feet,Enclosures,"Cabinets, housings, brackets",20.76,Automotive,EV/Hybrid,MediPower,Medical,32,19,10,14,8,8.87,2,
6694,980508614,Q601718,PLN-206694,QPLN-206694,EcoCell Charging Industrial Backup Power 06694,PKG,EA,Each,Charging,Chargers & accessories,10.14,Industrial,Backup Power,EcoCell,Value,22,15,3,7,12,4.54,3,
6695,322871159,Q161481,PLN-206695,QPLN-206695,HarborVolt Sensing Industrial Backup Power 06695,FG,LBS,Pounds,Sensing,Sensors & actuators,46.89,Industrial,Backup Power,HarborVolt,Marine,30,22,12,22,4,189.32,2,MCN2872
6696,130731055,Q812809,PLN-206696,QPLN-206696,MediPower Enclosures Medical Devices 06696,SUBASSY,FT,Feet,Enclosures,"Cabinets, housings, brackets",0.1,Medical,Devices,MediPower,Medical,39,28,22,7,4,124.83,1,
6697,690822962,Q376617,PLN-206697,QPLN-206697,MediPower Charging Industrial Material Handling 06697,FG,LBS,Pounds,Charging,Chargers & accessories,2.38,Industrial,Material Handling,MediPower,Medical,21,2,6,29,96,474.64,24,MCN3282
6698,301843798,Q351352,PLN-206698,QPLN-206698,EcoCell Controls Industrial Material Handling 06698,SFG,LBS,Pounds,Controls,Controllers & power electronics,5.09,Industrial,Material Handling,EcoCell,Value,23,14,3,21,3,115.48,3,
6699,213064815,Q613090,PLN-206699,QPLN-206699,TitanCore Charging Automotive ICE 06699,FG,SET,Set,Charging,Chargers & accessories,15.18,Automotive,ICE,TitanCore,Industrial,19,12,11,27,24,207.37,8,MCN1438
6700,207705834,Q776286,PLN-206700,QPLN-206700,AeroLite Charging Automotive EV/Hybrid 06700,FG,FT,Feet,Charging,Chargers & accessories,4.63,Automotive,EV/Hybrid,AeroLite,Aerospace,14,1,8,26,96,454.79,96,MCN2487
6701,785550025,Q761862,PLN-206701,QPLN-206701,VoltMax Charging Aerospace Avionics 06701,FG,EA,Each,Charging,Chargers & accessories,5.63,Aerospace,Avionics,VoltMax,Premium,13,31,9,13,6,394.27,3,MCN1873
6702,837040400,Q123013,PLN-206702,QPLN-206702,AeroLite Sensing Automotive ICE 06702,PKG,EA,Each,Sensing,Sensors & actuators,1.59,Automotive,ICE,AeroLite,Aerospace,19,10,22,21,24,9.57,8,
6703,796445627,Q276783,PLN-206703,QPLN-206703,HarborVolt Thermal Industrial Backup Power 06703,FG,EA,Each,Thermal,Cooling systems & manifolds,9.78,Industrial,Backup Power,HarborVolt,Marine,12,11,6,29,12,373.16,12,MCN1194
6704,537263164,Q895507,PLN-206704,QPLN-206704,VoltMax Energy Storage Industrial Backup Power 06704,RM,LBS,Pounds,Energy Storage,Battery modules and packs,14.84,Industrial,Backup Power,VoltMax,Premium,26,16,13,17,3,78.83,3,
6705,371079588,Q610289,PLN-206705,QPLN-206705,VoltMax Energy Storage Aerospace Avionics 06705,SUBASSY,LBS,Pounds,Energy Storage,Battery modules and packs,5.81,Aerospace,Avionics,VoltMax,Premium,26,3,13,20,16,87.97,16,
6706,643824655,Q959385,PLN-206706,QPLN-206706,VoltMax Enclosures Marine Propulsion 06706,RM,FT,Feet,Enclosures,"Cabinets, housings, brackets",24.16,Marine,Propulsion,VoltMax,Premium,32,7,17,10,12,50.91,6,
6707,311427140,Q699802,PLN-206707,QPLN-206707,EcoCell Controls Energy Storage 06707,FG,FT,Feet,Controls,Controllers & power electronics,20.61,Energy,Storage,EcoCell,Value,7,6,12,19,120,246.69,40,MCN1250
6708,247280518,Q743165,PLN-206708,QPLN-206708,EcoCell Wiring Automotive EV/Hybrid 06708,SFG,LBS,Pounds,Wiring,Harnesses & connectors,51.06,Automotive,EV/Hybrid,EcoCell,Value,42,24,5,10,2,200.44,1,
6709,838067165,Q943553,PLN-206709,QPLN-206709,HarborVolt Energy Storage Medical Devices 06709,RM,FT,Feet,Energy Storage,Battery modules and packs,20.55,Medical,Devices,HarborVolt,Marine,25,11,11,19,16,61.96,4,
6710,466277207,Q288434,PLN-206710,QPLN-206710,VoltMax Charging Aerospace Avionics 06710,SFG,EA,Each,Charging,Chargers & accessories,15.15,Aerospace,Avionics,VoltMax,Premium,20,3,4,14,64,206.5,32,
6711,787539822,Q227276,PLN-206711,QPLN-206711,TitanCore Controls Marine Propulsion 06711,FG,LBS,Pounds,Controls,Controllers & power electronics,37.59,Marine,Propulsion,TitanCore,Industrial,39,18,6,16,4,260.46,2,MCN2662
6712,810267096,Q635411,PLN-206712,QPLN-206712,MediPower Thermal Aerospace Avionics 06712,SFG,SET,Set,Thermal,Cooling systems & manifolds,8.1,Aerospace,Avionics,MediPower,Medical,37,36,28,21,2,177.97,1,
6713,162644611,Q295004,PLN-206713,QPLN-206713,EcoCell Enclosures Industrial Backup Power 06713,RM,LBS,Pounds,Enclosures,"Cabinets, housings, brackets",8.08,Industrial,Backup Power,EcoCell,Value,25,3,11,9,64,35.18,16,
